uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,3
BA,PNEUMONIA,DOMICILIO,"30 - 39",M,1
BA,PNEUMONIA,HOSPITAL,"30 - 39",F,8
BA,PNEUMONIA,HOSPITAL,"30 - 39",M,16
BA,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
BA,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
BA,SEPTICEMIA,HOSPITAL,"30 - 39",F,20
BA,SEPTICEMIA,HOSPITAL,"30 - 39",M,23
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
BA,SRAG,HOSPITAL,"30 - 39",F,1
BA,SRAG,HOSPITAL,"30 - 39",M,2
BA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
CE,OUTRAS,DOMICILIO,"30 - 39",F,13
CE,OUTRAS,DOMICILIO,"30 - 39",M,33
CE,OUTRAS,HOSPITAL,"30 - 39",F,29
CE,OUTRAS,HOSPITAL,"30 - 39",M,76
CE,OUTRAS,IGNORADO,"30 - 39",F,12
CE,OUTRAS,IGNORADO,"30 - 39",M,56
CE,OUTRAS,OUTRO,"30 - 39",F,2
CE,OUTRAS,OUTRO,"30 - 39",M,6
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
CE,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
CE,OUTRAS,VIA_PUBLICA,"30 - 39",M,36
CE,COVID,DOMICILIO,"30 - 39",F,1
CE,COVID,DOMICILIO,"30 - 39",M,5
CE,COVID,HOSPITAL,"30 - 39",F,42
CE,COVID,HOSPITAL,"30 - 39",M,92
CE,COVID,IGNORADO,"30 - 39",F,8
CE,COVID,IGNORADO,"30 - 39",M,15
CE,COVID,OUTRO,"30 - 39",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
CE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
CE,INDETERMINADA,DOMICILIO,"30 - 39",F,1
CE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
CE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,8
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,2
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
CE,PNEUMONIA,DOMICILIO,"30 - 39",M,3
CE,PNEUMONIA,HOSPITAL,"30 - 39",F,9
CE,PNEUMONIA,HOSPITAL,"30 - 39",M,18
CE,PNEUMONIA,IGNORADO,"30 - 39",F,1
CE,PNEUMONIA,IGNORADO,"30 - 39",M,2
CE,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
CE,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
CE,SEPTICEMIA,HOSPITAL,"30 - 39",F,16
CE,SEPTICEMIA,HOSPITAL,"30 - 39",M,19
CE,SEPTICEMIA,IGNORADO,"30 - 39",F,1
CE,SEPTICEMIA,IGNORADO,"30 - 39",M,4
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
CE,SRAG,HOSPITAL,"30 - 39",F,2
CE,SRAG,HOSPITAL,"30 - 39",M,10
CE,SRAG,IGNORADO,"30 - 39",F,1
DF,OUTRAS,DOMICILIO,"30 - 39",F,3
DF,OUTRAS,DOMICILIO,"30 - 39",M,8
DF,OUTRAS,HOSPITAL,"30 - 39",F,12
DF,OUTRAS,HOSPITAL,"30 - 39",M,29
DF,OUTRAS,IGNORADO,"30 - 39",M,1
DF,OUTRAS,OUTRO,"30 - 39",F,2
DF,OUTRAS,OUTRO,"30 - 39",M,3
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
DF,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
DF,OUTRAS,VIA_PUBLICA,"30 - 39",M,15
DF,COVID,DOMICILIO,"30 - 39",F,1
DF,COVID,HOSPITAL,"30 - 39",F,17
DF,COVID,HOSPITAL,"30 - 39",M,35
DF,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
DF,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
DF,INDETERMINADA,HOSPITAL,"30 - 39",F,1
DF,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
DF,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,4
DF,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
DF,PNEUMONIA,HOSPITAL,"30 - 39",F,2
DF,PNEUMONIA,HOSPITAL,"30 - 39",M,8
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
DF,SEPTICEMIA,HOSPITAL,"30 - 39",F,5
DF,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
DF,SRAG,HOSPITAL,"30 - 39",F,2
ES,OUTRAS,DOMICILIO,"30 - 39",F,11
ES,OUTRAS,DOMICILIO,"30 - 39",M,26
ES,OUTRAS,HOSPITAL,"30 - 39",F,33
ES,OUTRAS,HOSPITAL,"30 - 39",M,43
ES,OUTRAS,OUTRO,"30 - 39",F,2
ES,OUTRAS,OUTRO,"30 - 39",M,11
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
ES,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
ES,OUTRAS,VIA_PUBLICA,"30 - 39",M,19
ES,COVID,HOSPITAL,"30 - 39",F,43
ES,COVID,HOSPITAL,"30 - 39",M,27
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
ES,PNEUMONIA,DOMICILIO,"30 - 39",M,1
ES,PNEUMONIA,HOSPITAL,"30 - 39",F,4
ES,PNEUMONIA,HOSPITAL,"30 - 39",M,8
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
ES,SEPTICEMIA,HOSPITAL,"30 - 39",F,11
ES,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
ES,SRAG,HOSPITAL,"30 - 39",M,1
GO,OUTRAS,DOMICILIO,"30 - 39",F,14
GO,OUTRAS,DOMICILIO,"30 - 39",M,26
GO,OUTRAS,HOSPITAL,"30 - 39",F,31
GO,OUTRAS,HOSPITAL,"30 - 39",M,40
GO,OUTRAS,IGNORADO,"30 - 39",F,2
GO,OUTRAS,IGNORADO,"30 - 39",M,1
GO,OUTRAS,OUTRO,"30 - 39",F,2
GO,OUTRAS,OUTRO,"30 - 39",M,13
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
GO,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
GO,OUTRAS,VIA_PUBLICA,"30 - 39",M,16
GO,COVID,DOMICILIO,"30 - 39",F,1
GO,COVID,DOMICILIO,"30 - 39",M,1
GO,COVID,HOSPITAL,"30 - 39",F,52
GO,COVID,HOSPITAL,"30 - 39",M,121
GO,COVID,IGNORADO,"30 - 39",F,2
GO,COVID,OUTRO,"30 - 39",F,1
GO,COVID,OUTRO,"30 - 39",M,1
GO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
GO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,13
GO,COVID,VIA_PUBLICA,"30 - 39",M,1
GO,INDETERMINADA,HOSPITAL,"30 - 39",M,2
GO,INDETERMINADA,OUTRO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,8
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,PNEUMONIA,DOMICILIO,"30 - 39",F,2
GO,PNEUMONIA,HOSPITAL,"30 - 39",F,5
GO,PNEUMONIA,HOSPITAL,"30 - 39",M,15
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
GO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
GO,SEPTICEMIA,HOSPITAL,"30 - 39",F,15
GO,SEPTICEMIA,HOSPITAL,"30 - 39",M,14
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
GO,SRAG,HOSPITAL,"30 - 39",M,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MA,OUTRAS,DOMICILIO,"30 - 39",F,12
MA,OUTRAS,DOMICILIO,"30 - 39",M,19
MA,OUTRAS,HOSPITAL,"30 - 39",F,46
MA,OUTRAS,HOSPITAL,"30 - 39",M,50
MA,OUTRAS,IGNORADO,"30 - 39",M,1
MA,OUTRAS,OUTRO,"30 - 39",F,1
MA,OUTRAS,OUTRO,"30 - 39",M,7
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MA,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
MA,OUTRAS,VIA_PUBLICA,"30 - 39",M,9
MA,COVID,HOSPITAL,"30 - 39",F,13
MA,COVID,HOSPITAL,"30 - 39",M,29
MA,COVID,OUTRO,"30 - 39",F,1
MA,COVID,OUTRO,"30 - 39",M,1
MA,INDETERMINADA,DOMICILIO,"30 - 39",M,3
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
MA,PNEUMONIA,HOSPITAL,"30 - 39",F,6
MA,PNEUMONIA,HOSPITAL,"30 - 39",M,8
MA,PNEUMONIA,OUTRO,"30 - 39",F,1
MA,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
MA,SEPTICEMIA,HOSPITAL,"30 - 39",F,7
MA,SEPTICEMIA,HOSPITAL,"30 - 39",M,13
MA,SRAG,HOSPITAL,"30 - 39",F,1
MA,SRAG,HOSPITAL,"30 - 39",M,5
MG,OUTRAS,DOMICILIO,"30 - 39",F,50
MG,OUTRAS,DOMICILIO,"30 - 39",M,109
MG,OUTRAS,HOSPITAL,"30 - 39",F,108
MG,OUTRAS,HOSPITAL,"30 - 39",M,166
MG,OUTRAS,IGNORADO,"30 - 39",F,6
MG,OUTRAS,IGNORADO,"30 - 39",M,9
MG,OUTRAS,OUTRO,"30 - 39",F,6
MG,OUTRAS,OUTRO,"30 - 39",M,29
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,16
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,22
MG,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
MG,OUTRAS,VIA_PUBLICA,"30 - 39",M,27
MG,COVID,DOMICILIO,"30 - 39",F,6
MG,COVID,DOMICILIO,"30 - 39",M,4
MG,COVID,HOSPITAL,"30 - 39",F,128
MG,COVID,HOSPITAL,"30 - 39",M,187
MG,COVID,IGNORADO,"30 - 39",F,2
MG,COVID,IGNORADO,"30 - 39",M,4
MG,COVID,OUTRO,"30 - 39",F,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,16
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,2
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,9
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,3
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,3
MG,INDETERMINADA,IGNORADO,"30 - 39",M,1
MG,INDETERMINADA,OUTRO,"30 - 39",M,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MG,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MG,PNEUMONIA,DOMICILIO,"30 - 39",M,1
MG,PNEUMONIA,HOSPITAL,"30 - 39",F,17
MG,PNEUMONIA,HOSPITAL,"30 - 39",M,33
MG,PNEUMONIA,IGNORADO,"30 - 39",M,1
MG,PNEUMONIA,OUTRO,"30 - 39",F,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
MG,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MG,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
MG,SEPTICEMIA,HOSPITAL,"30 - 39",F,37
MG,SEPTICEMIA,HOSPITAL,"30 - 39",M,54
MG,SEPTICEMIA,IGNORADO,"30 - 39",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
MG,SRAG,HOSPITAL,"30 - 39",F,1
MG,SRAG,HOSPITAL,"30 - 39",M,3
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MS,OUTRAS,DOMICILIO,"30 - 39",F,7
MS,OUTRAS,DOMICILIO,"30 - 39",M,14
MS,OUTRAS,HOSPITAL,"30 - 39",F,24
MS,OUTRAS,HOSPITAL,"30 - 39",M,22
MS,OUTRAS,OUTRO,"30 - 39",F,2
MS,OUTRAS,OUTRO,"30 - 39",M,6
MS,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
MS,OUTRAS,VIA_PUBLICA,"30 - 39",M,12
MS,COVID,HOSPITAL,"30 - 39",F,30
MS,COVID,HOSPITAL,"30 - 39",M,37
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
MS,PNEUMONIA,HOSPITAL,"30 - 39",F,6
MS,PNEUMONIA,HOSPITAL,"30 - 39",M,12
MS,SEPTICEMIA,HOSPITAL,"30 - 39",F,5
MS,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
MS,SRAG,HOSPITAL,"30 - 39",M,1
MT,OUTRAS,DOMICILIO,"30 - 39",F,2
MT,OUTRAS,DOMICILIO,"30 - 39",M,4
MT,OUTRAS,HOSPITAL,"30 - 39",F,18
MT,OUTRAS,HOSPITAL,"30 - 39",M,20
MT,OUTRAS,IGNORADO,"30 - 39",F,11
MT,OUTRAS,IGNORADO,"30 - 39",M,27
MT,OUTRAS,OUTRO,"30 - 39",F,1
MT,OUTRAS,OUTRO,"30 - 39",M,2
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",M,9
MT,COVID,HOSPITAL,"30 - 39",F,25
MT,COVID,HOSPITAL,"30 - 39",M,35
MT,COVID,IGNORADO,"30 - 39",F,11
MT,COVID,IGNORADO,"30 - 39",M,24
MT,COVID,OUTRO,"30 - 39",F,1
MT,INDETERMINADA,IGNORADO,"30 - 39",F,2
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,3
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,6
MT,PNEUMONIA,IGNORADO,"30 - 39",F,6
MT,PNEUMONIA,IGNORADO,"30 - 39",M,2
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,1
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,5
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,2
PA,OUTRAS,DOMICILIO,"30 - 39",F,18
PA,OUTRAS,DOMICILIO,"30 - 39",M,15
PA,OUTRAS,HOSPITAL,"30 - 39",F,26
PA,OUTRAS,HOSPITAL,"30 - 39",M,42
PA,OUTRAS,IGNORADO,"30 - 39",M,1
PA,OUTRAS,OUTRO,"30 - 39",F,3
PA,OUTRAS,OUTRO,"30 - 39",M,13
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,22
PA,COVID,DOMICILIO,"30 - 39",F,1
PA,COVID,DOMICILIO,"30 - 39",M,2
PA,COVID,HOSPITAL,"30 - 39",F,30
PA,COVID,HOSPITAL,"30 - 39",M,39
PA,COVID,OUTRO,"30 - 39",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PA,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,1
PA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,5
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,8
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,13
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,17
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PA,SRAG,HOSPITAL,"30 - 39",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,8
PB,OUTRAS,DOMICILIO,"30 - 39",M,18
PB,OUTRAS,HOSPITAL,"30 - 39",F,20
PB,OUTRAS,HOSPITAL,"30 - 39",M,35
PB,OUTRAS,IGNORADO,"30 - 39",M,1
PB,OUTRAS,OUTRO,"30 - 39",F,1
PB,OUTRAS,OUTRO,"30 - 39",M,4
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
PB,COVID,DOMICILIO,"30 - 39",M,2
PB,COVID,HOSPITAL,"30 - 39",F,19
PB,COVID,HOSPITAL,"30 - 39",M,30
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INDETERMINADA,OUTRO,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,4
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,13
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,9
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
PE,OUTRAS,DOMICILIO,"30 - 39",F,28
PE,OUTRAS,DOMICILIO,"30 - 39",I,1
PE,OUTRAS,DOMICILIO,"30 - 39",M,50
PE,OUTRAS,HOSPITAL,"30 - 39",F,53
PE,OUTRAS,HOSPITAL,"30 - 39",M,92
PE,OUTRAS,IGNORADO,"30 - 39",M,3
PE,OUTRAS,OUTRO,"30 - 39",F,4
PE,OUTRAS,OUTRO,"30 - 39",M,27
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,45
PE,COVID,DOMICILIO,"30 - 39",F,1
PE,COVID,HOSPITAL,"30 - 39",F,44
PE,COVID,HOSPITAL,"30 - 39",M,57
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PE,INDETERMINADA,OUTRO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,6
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,19
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,34
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,42
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,SRAG,DOMICILIO,"30 - 39",M,2
PE,SRAG,HOSPITAL,"30 - 39",F,7
PE,SRAG,HOSPITAL,"30 - 39",M,12
PI,OUTRAS,DOMICILIO,"30 - 39",F,6
PI,OUTRAS,DOMICILIO,"30 - 39",M,11
PI,OUTRAS,HOSPITAL,"30 - 39",F,6
PI,OUTRAS,HOSPITAL,"30 - 39",M,14
PI,OUTRAS,OUTRO,"30 - 39",M,4
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
PI,COVID,HOSPITAL,"30 - 39",F,6
PI,COVID,HOSPITAL,"30 - 39",M,11
PI,COVID,OUTRO,"30 - 39",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,3
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,2
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
PR,OUTRAS,DOMICILIO,"30 - 39",F,18
PR,OUTRAS,DOMICILIO,"30 - 39",M,67
PR,OUTRAS,HOSPITAL,"30 - 39",F,72
PR,OUTRAS,HOSPITAL,"30 - 39",M,93
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,3
PR,OUTRAS,OUTRO,"30 - 39",M,36
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,6
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,39
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,DOMICILIO,"30 - 39",M,4
PR,COVID,HOSPITAL,"30 - 39",F,105
PR,COVID,HOSPITAL,"30 - 39",M,164
PR,COVID,OUTRO,"30 - 39",F,1
PR,COVID,OUTRO,"30 - 39",M,3
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
PR,COVID,VIA_PUBLICA,"30 - 39",F,1
PR,COVID,VIA_PUBLICA,"30 - 39",M,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,2
PR,INDETERMINADA,OUTRO,"30 - 39",M,1
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
